Timestamp,I am 18+ and I consent to anonymous data collection for academic purposes only.,Country/Region,Primary role,Age (years),Gender (optional),Which wellness/mental health apps have you used in the last 6 months? (select all that apply),How often do you journal?,How often do you chat with an AI companion for support?,Typical journaling session length (minutes),How often do you journal late at night (after 11pm)?,Average sleep hours per night (past 2 weeks),Average number of meetings/classes per day (past 2 weeks),How many deadlines/exams in the next 7 days?,"In the last 2 weeks, how often did you feel overwhelmed?","In the last 2 weeks, how often did you feel things were going your way? (reverse-scored)","In the last 2 weeks, how often did you feel confident about handling personal problems? (reverse-scored)","In the last 2 weeks, how often did you feel difficulties were piling up too high?",Overall mood today,Which emotions did you often experience in the last week? (select all that apply),I am concerned about privacy of my journals.,I prefer on-device processing even if features are limited.,I am okay with personalized nudges if they help my wellbeing.,I am willing to share anonymized analytics for research.,What would you want from a wellbeing companion? (open text),Any concerns about such apps? (open text)
08/21/2025 13:06:00,Agree,India,Student,41,Prefer not to say,"None, Reflectly, Wysa, Sanvello, MindDoc, Stoic, Daylio, Calm, Replika, Youper",Rarely,Rarely,11-15,Weekly,8 hour sleep,3-4,5,Sometimes,Always,Weekly,Never,Neutral,"Peaceful, Excited, Lonely",Strongly disagree,Strongly agree,Strongly agree,Neutral,Progress tracking,Stigma around mental health apps
08/24/2025 19:38:00,Agree,India,Freelancer,28,Prefer not to say,"Youper, Sanvello, Replika, Jour, Moodpath, MindDoc, Calm, Wysa, Reflectly, Daylio, Stoic",Never,Daily,11-15,Always,6 hours,1-2,0,Weekly,Daily,Sometimes,Always,Negative,"Tired, Overwhelmed, Hopeful",Agree,Strongly agree,Strongly agree,Strongly agree,Mood tracking,None
08/23/2025 09:53:00,Agree,India,Student,54,Female,"Calm, Sanvello, Headspace",Never,Never,30+,Rarely,7 hours,5-6,0,Sometimes,Never,2-3x/week,Never,Positive,"Hopeful, Peaceful, Anger",Neutral,Strongly disagree,Strongly disagree,Agree,Progress tracking,Lack of human connection
08/22/2025 08:43:00,Agree,India,Other,55,Male,"Replika, Youper, MindDoc, Moodpath, Insight Timer, Daylio, Stoic, Wysa, Headspace, Calm, MindShift, Reflectly, None, Sanvello",Never,Daily,16-20,Sometimes,4 hours,5-6,6+,Daily,Rarely,2-3x/week,Weekly,Negative,"Grateful, Anxiety, Tired, Lonely",Strongly agree,Neutral,Disagree,Disagree,Better UI/UX,Addiction to apps
08/21/2025 18:58:00,Agree,India,Researcher,22,Male,Moodpath,Never,Daily,1-5,Always,8 hour sleep,9+,4,Never,Sometimes,Always,Rarely,Neutral,"Grateful, Hopeful, Sadness, Joy",Disagree,Neutral,Agree,Strongly disagree,Voice input,AI accuracy
08/23/2025 23:24:00,Agree,India,Freelancer,51,Female,"Calm, Daylio, Reflectly, Sanvello, Stoic, Replika, Insight Timer, Jour, MindDoc, MindShift, Moodpath, None",Rarely,Rarely,11-15,Weekly,10+ hours,0,2,Never,2-3x/week,2-3x/week,Rarely,Positive,"Anger, Lonely, Hopeful",Strongly disagree,Agree,Agree,Neutral,Community support,Privacy concerns
08/23/2025 23:42:00,Agree,India,Student,59,Non-binary,"MindShift, Daylio, Insight Timer, Stoic, Replika, Moodpath",Weekly,Never,16-20,Never,7 hours,1-2,6+,Never,Weekly,2-3x/week,Never,Negative,"Calm, Tired, Sadness",Disagree,Neutral,Strongly agree,Agree,Voice input,Over-reliance on AI
08/21/2025 21:52:00,Agree,India,Student,60,Male,"Insight Timer, Calm, None, MindDoc, Stoic, Headspace, MindShift, Sanvello, Replika, Reflectly, Wysa",Rarely,Weekly,11-15,Always,7 hours,3-4,2,Rarely,Always,2-3x/week,Never,Positive,"Sadness, Joy",Strongly agree,Strongly agree,Agree,Neutral,Better AI responses,Other
08/25/2025 03:01:00,Agree,India,Working Professional,19,Male,"Headspace, Moodpath, Jour, Reflectly, Insight Timer, Replika, Sanvello, MindDoc, None, Stoic, Calm, MindShift",Always,Always,30+,Rarely,5 hours,5-6,0,2-3x/week,Sometimes,Sometimes,Rarely,Negative,"Stressed, Anxiety, Excited, Joy",Strongly agree,Neutral,Strongly disagree,Disagree,Integration with other apps,None
08/22/2025 01:50:00,Agree,India,Healthcare Worker,26,Male,Replika,Never,Sometimes,11-15,Always,4 hours,1-2,6+,2-3x/week,Never,Never,Rarely,Negative,"Overwhelmed, Anxiety, Peaceful, Hopeful, Frustrated",Strongly agree,Neutral,Agree,Neutral,More personalization,Addiction to apps
08/26/2025 21:09:00,Agree,India,Freelancer,56,Female,"MindDoc, Daylio, Replika, Stoic, Reflectly, Wysa",Weekly,Daily,30+,Never,9 hours,0,5,Never,Daily,2-3x/week,Never,Neutral,"Calm, Grateful",Neutral,Strongly disagree,Strongly agree,Disagree,Voice input,Cost
08/26/2025 04:04:00,Agree,India,Freelancer,52,Female,"Daylio, Jour, MindShift, Moodpath, Calm, Replika, MindDoc, Wysa, Stoic, Youper, Reflectly",Weekly,Never,16-20,2-3x/week,9 hours,7-8,2,2-3x/week,Never,Always,2-3x/week,Positive,"Peaceful, Grateful, Lonely",Strongly agree,Disagree,Disagree,Neutral,Better UI/UX,Lack of human connection
08/24/2025 04:52:00,Agree,India,Researcher,29,Female,"MindShift, None, Daylio, Youper, Jour, Reflectly, Insight Timer, Headspace, Replika, MindDoc",Always,Weekly,1-5,Weekly,6 hours,0,6+,Sometimes,Weekly,2-3x/week,Weekly,Negative,"Excited, Anger, Tired, Frustrated",Disagree,Disagree,Strongly disagree,Strongly agree,Better UI/UX,Lack of human connection
08/23/2025 06:26:00,Agree,India,Student,43,Non-binary,"Youper, Stoic, Daylio, Moodpath, MindShift, Reflectly, Wysa, Insight Timer, None, Headspace, Jour",Weekly,Never,1-5,Never,6 hours,0,0,Sometimes,Daily,Always,2-3x/week,Negative,"Tired, Overwhelmed",Strongly disagree,Strongly agree,Agree,Neutral,Better privacy controls,Lack of human connection
08/22/2025 20:58:00,Agree,India,Student,58,Female,"Daylio, MindShift, Stoic, None, Jour, MindDoc, Moodpath, Insight Timer",Never,Always,16-20,Always,9 hours,7-8,2,Sometimes,Rarely,2-3x/week,Never,Positive,"Frustrated, Calm, Joy, Sadness, Grateful",Disagree,Agree,Strongly agree,Disagree,Community support,None
08/21/2025 00:22:00,Agree,India,Researcher,29,Male,"Sanvello, Replika, Youper, Headspace, Jour, Stoic",Sometimes,Sometimes,1-5,Rarely,5 hours,3-4,6+,2-3x/week,Never,Rarely,Never,Neutral,"Excited, Peaceful, Grateful, Hopeful",Strongly agree,Disagree,Neutral,Agree,Integration with other apps,Stigma around mental health apps
08/23/2025 22:56:00,Agree,India,Researcher,23,Female,"Replika, Calm, Daylio, Stoic, MindShift",Weekly,Always,1-5,2-3x/week,5 hours,9+,6+,Sometimes,2-3x/week,Daily,Sometimes,Neutral,"Tired, Calm, Excited, Sadness",Strongly agree,Disagree,Agree,Neutral,Progress tracking,Data security
08/25/2025 05:29:00,Agree,India,Student,40,Prefer not to say,"Reflectly, Wysa, MindShift, Sanvello, Youper, Replika, Headspace, Stoic, MindDoc, Moodpath, Insight Timer, Daylio, Calm, Jour",Sometimes,2-3x/week,30+,Sometimes,9 hours,1-2,2,Never,Daily,Weekly,Weekly,Negative,"Lonely, Calm",Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Better privacy controls,Lack of human connection
08/21/2025 12:40:00,Agree,India,Working Professional,22,Male,"Replika, Sanvello, Moodpath, MindDoc",Sometimes,Weekly,1-5,Daily,10+ hours,0,6+,Daily,Never,Rarely,Weekly,Neutral,"Anger, Lonely, Calm, Tired, Overwhelmed",Disagree,Strongly agree,Disagree,Disagree,Offline functionality,Lack of human connection
08/26/2025 14:00:00,Agree,India,Student,40,Prefer not to say,"MindDoc, Sanvello, Moodpath, Replika, Daylio, Calm, Reflectly, None, Jour, Stoic, Headspace",2-3x/week,Rarely,30+,Rarely,4 hours,1-2,4,Never,Sometimes,Always,Sometimes,Negative,"Stressed, Anxiety, Anger, Tired, Overwhelmed",Disagree,Disagree,Neutral,Strongly disagree,Better privacy controls,AI accuracy
08/25/2025 00:19:00,Agree,India,Other,40,Prefer not to say,"Jour, Wysa, None, Moodpath, Calm, MindDoc, Insight Timer, Stoic, Replika, Reflectly",Never,Weekly,21-30,Weekly,9 hours,0,2,Rarely,Never,Never,2-3x/week,Neutral,"Peaceful, Frustrated, Joy, Overwhelmed",Strongly disagree,Neutral,Strongly agree,Agree,Better AI responses,None
08/24/2025 13:54:00,Agree,India,Researcher,27,Non-binary,"Calm, Insight Timer, Headspace, Daylio, Sanvello, Youper, None",Sometimes,Rarely,0,2-3x/week,4 hours,3-4,1,Sometimes,Sometimes,Never,2-3x/week,Negative,"Sadness, Grateful, Peaceful",Disagree,Strongly disagree,Strongly disagree,Agree,Integration with other apps,Privacy concerns
08/24/2025 20:27:00,Agree,India,Researcher,21,Prefer not to say,"None, Calm, Insight Timer",Rarely,Daily,1-5,Sometimes,8 hour sleep,7-8,3,Always,Always,2-3x/week,Weekly,Negative,"Grateful, Stressed, Calm, Joy, Overwhelmed",Disagree,Agree,Disagree,Agree,Journaling prompts,Data security
08/23/2025 14:38:00,Agree,India,Working Professional,61,Prefer not to say,"MindDoc, Sanvello, Youper, Insight Timer, Headspace",Always,Always,6-10,Never,6 hours,1-2,4,Never,2-3x/week,2-3x/week,Rarely,Neutral,"Lonely, Peaceful, Sadness",Agree,Strongly disagree,Agree,Neutral,More personalization,Other
08/26/2025 13:14:00,Agree,India,Healthcare Worker,37,Male,"MindDoc, Sanvello, Insight Timer, Moodpath, Replika, MindShift",Never,Rarely,6-10,Daily,9 hours,7-8,5,2-3x/week,Daily,Sometimes,Sometimes,Negative,"Tired, Peaceful, Anxiety, Stressed, Overwhelmed",Strongly disagree,Disagree,Neutral,Agree,Mood tracking,None
08/25/2025 02:38:00,Agree,India,Freelancer,44,Male,"MindDoc, Youper, Calm, Reflectly, Insight Timer, Wysa, MindShift, Jour, Sanvello, Daylio, Stoic, Headspace, Replika",Weekly,Sometimes,21-30,Daily,10 hours,1-2,3,Never,2-3x/week,Sometimes,Weekly,Negative,"Joy, Anxiety, Excited, Calm, Overwhelmed",Strongly agree,Agree,Neutral,Neutral,Progress tracking,Over-reliance on AI
08/21/2025 07:09:00,Agree,India,Healthcare Worker,36,Female,"Wysa, Youper, Insight Timer, Stoic, None, MindDoc, Jour, Calm, Moodpath, Headspace, Replika",Always,Daily,16-20,Sometimes,10+ hours,0,4,Always,Always,Never,2-3x/week,Neutral,"Excited, Stressed",Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Voice input,Over-reliance on AI
08/25/2025 10:01:00,Agree,India,Freelancer,23,Male,"Sanvello, MindShift, MindDoc, Moodpath, Reflectly, Calm, Replika, Wysa, Insight Timer, None, Headspace",Weekly,Always,21-30,Rarely,10 hours,9+,0,Always,Never,Always,Always,Negative,"Joy, Anxiety, Sadness",Agree,Agree,Strongly disagree,Strongly disagree,Community support,Stigma around mental health apps
08/25/2025 05:48:00,Agree,India,Freelancer,34,Non-binary,"Reflectly, MindDoc, Replika, Headspace, Moodpath, MindShift, None, Youper, Stoic, Sanvello, Jour, Wysa, Daylio, Calm, Insight Timer",2-3x/week,Weekly,30+,2-3x/week,9 hours,1-2,5,Rarely,Sometimes,Always,2-3x/week,Neutral,"Sadness, Calm",Disagree,Neutral,Strongly agree,Strongly agree,Better privacy controls,Other
08/24/2025 21:27:00,Agree,India,Freelancer,46,Male,"Jour, Stoic, Replika, None, Youper, Sanvello, Wysa, MindDoc, Insight Timer, Calm",Weekly,Rarely,1-5,Sometimes,4 hours,5-6,2,Always,Daily,Daily,Rarely,Neutral,"Sadness, Peaceful, Excited, Anger, Frustrated",Disagree,Neutral,Neutral,Disagree,Offline functionality,AI accuracy
08/21/2025 05:30:00,Agree,India,Teacher,50,Non-binary,"MindShift, Youper, Jour, None, Sanvello, Insight Timer, Moodpath, Calm, Reflectly",Never,Rarely,0,Sometimes,9 hours,5-6,6+,2-3x/week,Sometimes,2-3x/week,Always,Neutral,"Grateful, Tired, Calm, Joy",Disagree,Agree,Strongly agree,Strongly agree,Community support,Stigma around mental health apps
08/23/2025 19:54:00,Agree,India,Researcher,37,Prefer not to say,"Youper, Reflectly, Jour, Sanvello, Daylio, MindShift, Moodpath, Calm, Wysa, MindDoc",Never,Rarely,0,Never,5 hours,7-8,2,Always,Daily,Sometimes,2-3x/week,Neutral,"Joy, Tired, Hopeful",Disagree,Agree,Neutral,Strongly agree,Better privacy controls,Other
08/24/2025 20:17:00,Agree,India,Student,59,Female,"MindShift, Replika, Calm, Wysa, Jour, Youper, Insight Timer, Daylio, MindDoc, Reflectly, Moodpath",Weekly,Never,16-20,Always,5 hours,7-8,6+,2-3x/week,2-3x/week,Daily,Weekly,Neutral,"Overwhelmed, Frustrated",Disagree,Agree,Disagree,Disagree,Journaling prompts,Data security
08/25/2025 22:43:00,Agree,India,Freelancer,23,Female,"Replika, Calm, Moodpath, MindDoc, MindShift, Jour, Wysa, Reflectly, Youper",Always,2-3x/week,11-15,Daily,7 hours,0,3,2-3x/week,2-3x/week,2-3x/week,Always,Neutral,"Joy, Hopeful, Anger",Neutral,Disagree,Strongly agree,Strongly disagree,More personalization,Over-reliance on AI
08/23/2025 01:00:00,Agree,India,Working Professional,53,Non-binary,"Jour, Sanvello, Stoic, Calm, None, Headspace, Replika, Daylio, Youper, Moodpath, Wysa, Insight Timer, Reflectly, MindDoc, MindShift",Never,Weekly,1-5,Never,6 hours,5-6,6+,2-3x/week,Rarely,Weekly,Always,Positive,"Tired, Excited, Peaceful, Anxiety",Agree,Strongly agree,Strongly agree,Neutral,Better privacy controls,Cost
08/24/2025 12:24:00,Agree,India,Teacher,56,Non-binary,"Calm, Reflectly, Headspace, Jour, Stoic, Sanvello, Moodpath, Replika",2-3x/week,Always,21-30,2-3x/week,10 hours,7-8,3,Rarely,Always,2-3x/week,Sometimes,Negative,"Joy, Stressed, Grateful, Frustrated, Sadness",Neutral,Neutral,Strongly agree,Neutral,Progress tracking,Stigma around mental health apps
08/24/2025 15:54:00,Agree,India,Researcher,28,Male,"MindDoc, Calm, None, Wysa, Youper, Reflectly, Replika, Headspace, Jour, Daylio, MindShift",Weekly,Never,21-30,2-3x/week,10+ hours,5-6,5,Rarely,Rarely,Sometimes,Sometimes,Negative,"Lonely, Peaceful, Overwhelmed",Strongly agree,Strongly disagree,Agree,Agree,Community support,Lack of human connection
08/23/2025 21:18:00,Agree,India,Teacher,43,Prefer not to say,"None, Daylio, Headspace, Reflectly, Wysa, Insight Timer, Youper, Replika, Moodpath, MindShift, Stoic, Jour, Calm, MindDoc, Sanvello",Never,2-3x/week,16-20,Always,9 hours,3-4,1,Daily,Weekly,Daily,Never,Neutral,"Joy, Anger",Disagree,Disagree,Neutral,Strongly disagree,Offline functionality,Privacy concerns
08/24/2025 05:44:00,Agree,India,Researcher,57,Female,"Reflectly, Moodpath, Wysa, Insight Timer, MindDoc, MindShift, Daylio, Jour, Calm, Replika, Sanvello, Stoic, Headspace",Sometimes,2-3x/week,6-10,Sometimes,6 hours,9+,1,Rarely,Never,Always,Weekly,Positive,"Joy, Calm",Strongly agree,Agree,Strongly agree,Neutral,Mood tracking,Over-reliance on AI
08/26/2025 06:19:00,Agree,India,Teacher,56,Female,"Jour, MindDoc, Stoic, Headspace, Insight Timer, Moodpath, Youper, Sanvello",Rarely,Rarely,1-5,Weekly,10 hours,9+,4,Never,Daily,Rarely,Never,Neutral,"Anxiety, Hopeful",Strongly disagree,Strongly agree,Strongly agree,Neutral,Journaling prompts,Other
08/26/2025 02:53:00,Agree,India,Freelancer,30,Non-binary,"Daylio, None, Reflectly, Calm, Stoic",Rarely,Daily,16-20,Rarely,9 hours,5-6,2,Never,Weekly,Never,2-3x/week,Negative,"Excited, Sadness, Tired, Anxiety, Anger",Disagree,Strongly agree,Neutral,Strongly disagree,Better AI responses,AI accuracy
08/25/2025 01:51:00,Agree,India,Teacher,56,Male,"Calm, Stoic, Reflectly, MindShift, MindDoc, Daylio, Sanvello, Jour, Headspace, Moodpath, Wysa",Always,Never,21-30,Sometimes,6 hours,0,5,Never,Rarely,Always,Always,Neutral,"Frustrated, Sadness, Stressed",Agree,Agree,Disagree,Agree,Integration with other apps,Data security
08/25/2025 17:15:00,Agree,India,Healthcare Worker,52,Non-binary,"Stoic, Daylio",Rarely,2-3x/week,11-15,Weekly,8 hour sleep,7-8,2,Daily,Never,Sometimes,2-3x/week,Negative,"Frustrated, Excited",Agree,Disagree,Strongly agree,Disagree,Journaling prompts,Stigma around mental health apps
08/22/2025 07:05:00,Agree,India,Researcher,24,Male,"Calm, None, MindDoc, Moodpath",Never,Sometimes,11-15,2-3x/week,6 hours,1-2,5,2-3x/week,Daily,Sometimes,Weekly,Negative,"Peaceful, Hopeful, Lonely, Anger, Overwhelmed",Agree,Disagree,Agree,Strongly agree,Professional support integration,Data security
08/25/2025 13:30:00,Agree,India,Working Professional,63,Male,"Moodpath, MindDoc, Jour, Sanvello",Sometimes,Never,11-15,Rarely,10+ hours,5-6,3,Weekly,Rarely,Always,Always,Positive,"Tired, Anger",Strongly disagree,Strongly disagree,Strongly disagree,Agree,Progress tracking,Cost
08/25/2025 15:22:00,Agree,India,Healthcare Worker,42,Prefer not to say,"MindDoc, None, Jour, Reflectly, Headspace, Moodpath, Youper, Daylio, MindShift",Rarely,Sometimes,21-30,Sometimes,7 hours,7-8,1,Sometimes,Sometimes,Weekly,Rarely,Positive,"Peaceful, Joy, Lonely",Strongly agree,Strongly disagree,Strongly disagree,Agree,Better AI responses,None
08/25/2025 11:21:00,Agree,India,Student,61,Male,"Stoic, Insight Timer, Moodpath, Replika, MindShift, Sanvello, Reflectly, Daylio, Headspace, Calm, MindDoc, Wysa",Always,Rarely,16-20,Sometimes,8 hour sleep,7-8,3,Sometimes,Never,Sometimes,Daily,Positive,"Grateful, Sadness, Calm",Strongly agree,Agree,Disagree,Neutral,Journaling prompts,Lack of human connection
08/26/2025 16:37:00,Agree,India,Researcher,56,Prefer not to say,"Reflectly, Calm, Replika, Stoic",Weekly,Daily,21-30,Daily,9 hours,3-4,5,Never,Never,Sometimes,Daily,Negative,"Lonely, Overwhelmed",Agree,Strongly disagree,Neutral,Strongly agree,Journaling prompts,Addiction to apps
08/22/2025 22:40:00,Agree,India,Healthcare Worker,51,Prefer not to say,"Wysa, Replika, Calm, MindDoc",Sometimes,Daily,0,Never,4 hours,3-4,5,Daily,Rarely,Daily,2-3x/week,Positive,"Excited, Joy",Neutral,Agree,Strongly disagree,Agree,Professional support integration,AI accuracy
08/25/2025 09:59:00,Agree,India,Student,47,Non-binary,"Replika, Moodpath",Never,Always,16-20,Sometimes,7 hours,1-2,0,Never,Daily,Never,Weekly,Neutral,"Excited, Grateful",Neutral,Disagree,Strongly disagree,Agree,Community support,AI accuracy
08/26/2025 12:54:00,Agree,India,Working Professional,44,Male,Replika,Sometimes,Never,16-20,Daily,6 hours,3-4,4,Rarely,2-3x/week,Rarely,Weekly,Negative,"Lonely, Overwhelmed, Sadness, Frustrated, Peaceful",Strongly disagree,Disagree,Strongly agree,Disagree,Integration with other apps,None
08/26/2025 01:59:00,Agree,India,Teacher,55,Female,"Youper, Reflectly, Moodpath, Calm, Daylio, Replika, Insight Timer, Stoic, MindDoc, Wysa, None, Sanvello",Sometimes,Weekly,21-30,Weekly,9 hours,1-2,6+,Sometimes,Sometimes,Rarely,2-3x/week,Positive,"Excited, Hopeful, Anxiety",Agree,Strongly disagree,Strongly agree,Neutral,Better privacy controls,Over-reliance on AI
08/22/2025 06:49:00,Agree,India,Teacher,29,Non-binary,"Sanvello, Youper, Insight Timer, Stoic, Reflectly, MindShift, Moodpath, Replika, Daylio, Calm, Wysa, None, Jour",Always,Rarely,11-15,Weekly,9 hours,1-2,0,Daily,Daily,Sometimes,Weekly,Negative,"Excited, Tired",Disagree,Strongly agree,Strongly agree,Strongly agree,Integration with other apps,Addiction to apps
08/26/2025 03:28:00,Agree,India,Other,36,Prefer not to say,"None, Headspace, Daylio, MindShift, Reflectly, Calm, Moodpath, Youper, Replika, MindDoc, Sanvello, Stoic, Wysa, Insight Timer, Jour",Rarely,Always,16-20,Rarely,4 hours,3-4,6+,2-3x/week,Daily,Always,Never,Negative,"Calm, Sadness",Disagree,Strongly disagree,Neutral,Disagree,Community support,Privacy concerns
08/22/2025 06:09:00,Agree,India,Teacher,60,Non-binary,"None, Reflectly, Sanvello, MindDoc, Jour, MindShift, Calm, Youper, Daylio, Wysa, Moodpath, Replika, Headspace, Stoic, Insight Timer",Sometimes,Sometimes,0,Always,9 hours,3-4,2,Weekly,2-3x/week,Weekly,Always,Neutral,"Joy, Anger, Grateful",Strongly disagree,Neutral,Neutral,Strongly agree,Progress tracking,Cost
08/22/2025 03:27:00,Agree,India,Freelancer,20,Female,"Reflectly, MindShift, Replika, Wysa, MindDoc, Youper, Moodpath, Jour, Headspace, Insight Timer, Daylio, Calm, Sanvello",2-3x/week,Sometimes,0,Daily,4 hours,5-6,2,Sometimes,Never,Always,Never,Positive,"Overwhelmed, Tired, Frustrated, Peaceful",Neutral,Disagree,Strongly agree,Disagree,Integration with other apps,Addiction to apps
08/25/2025 14:58:00,Agree,India,Researcher,30,Female,"Jour, Stoic, Headspace, Daylio, MindDoc",Daily,Sometimes,30+,Weekly,10+ hours,9+,0,Never,Daily,Rarely,Weekly,Negative,"Overwhelmed, Anxiety",Disagree,Agree,Disagree,Agree,Better AI responses,None
08/21/2025 04:11:00,Agree,India,Freelancer,39,Prefer not to say,"Wysa, Replika, Headspace",Always,Weekly,1-5,Sometimes,10 hours,3-4,2,Never,Always,Daily,2-3x/week,Neutral,"Joy, Tired",Agree,Agree,Disagree,Agree,Integration with other apps,Privacy concerns
08/25/2025 06:18:00,Agree,India,Other,40,Male,"Calm, Insight Timer, None, Sanvello, Reflectly, Daylio, Wysa, Youper, Moodpath",Never,Sometimes,1-5,Always,10 hours,7-8,0,Daily,Always,Weekly,Weekly,Positive,"Hopeful, Excited, Grateful, Frustrated, Tired",Strongly disagree,Disagree,Strongly agree,Agree,Integration with other apps,Over-reliance on AI
08/21/2025 13:27:00,Agree,India,Working Professional,61,Non-binary,None,Daily,Weekly,1-5,Sometimes,10+ hours,3-4,5,Always,Weekly,2-3x/week,Never,Negative,"Overwhelmed, Joy, Frustrated, Stressed, Hopeful",Neutral,Strongly disagree,Disagree,Disagree,Better privacy controls,Cost
08/21/2025 07:14:00,Agree,India,Healthcare Worker,37,Prefer not to say,"Stoic, Calm, Moodpath, Sanvello, Insight Timer",Never,Always,1-5,Rarely,8 hour sleep,5-6,6+,Rarely,Never,Weekly,Never,Positive,"Sadness, Anger, Joy",Strongly disagree,Strongly disagree,Disagree,Strongly agree,Offline functionality,Lack of human connection
08/22/2025 21:01:00,Agree,India,Freelancer,54,Non-binary,Youper,Weekly,Sometimes,30+,Rarely,10 hours,1-2,5,Sometimes,Always,2-3x/week,Always,Negative,"Overwhelmed, Anger, Peaceful, Excited, Joy",Strongly disagree,Agree,Disagree,Neutral,Community support,Over-reliance on AI
08/22/2025 03:29:00,Agree,India,Healthcare Worker,37,Female,Sanvello,Daily,Weekly,11-15,2-3x/week,9 hours,3-4,0,2-3x/week,Weekly,Rarely,Sometimes,Neutral,"Excited, Lonely",Strongly disagree,Neutral,Disagree,Disagree,Professional support integration,Privacy concerns
08/21/2025 15:47:00,Agree,India,Researcher,61,Male,"Headspace, Replika, None, MindDoc, Stoic, Moodpath, Daylio, Youper, Calm, Wysa, Sanvello, Insight Timer, Jour, Reflectly, MindShift",Weekly,Sometimes,0,Daily,10+ hours,9+,4,Rarely,Weekly,Sometimes,Weekly,Negative,"Anger, Frustrated",Disagree,Neutral,Neutral,Neutral,Journaling prompts,Lack of human connection
08/24/2025 18:58:00,Agree,India,Researcher,20,Non-binary,"Youper, MindDoc, Moodpath, Sanvello, MindShift, Headspace, Calm, Stoic, Insight Timer, Wysa, Daylio, Reflectly, Jour, None",Never,Always,11-15,Sometimes,10+ hours,0,1,Weekly,Daily,Always,Sometimes,Positive,"Frustrated, Joy, Grateful, Lonely, Peaceful",Disagree,Strongly agree,Neutral,Neutral,Professional support integration,Addiction to apps
08/21/2025 07:38:00,Agree,India,Researcher,23,Male,"None, Insight Timer, MindShift, Stoic, Youper, Headspace, Daylio, Sanvello, MindDoc, Wysa, Calm, Replika, Moodpath, Jour, Reflectly",Daily,Always,30+,Weekly,7 hours,9+,3,Daily,Weekly,Never,Always,Negative,"Stressed, Sadness, Calm, Peaceful",Strongly disagree,Disagree,Agree,Strongly disagree,Community support,Lack of human connection
08/26/2025 16:07:00,Agree,India,Other,35,Female,"Headspace, Moodpath, MindDoc, Stoic, Sanvello",Daily,Sometimes,16-20,Weekly,8 hour sleep,0,0,Always,Always,Rarely,Sometimes,Neutral,"Stressed, Peaceful, Sadness",Neutral,Disagree,Disagree,Disagree,Better UI/UX,Technical issues
08/21/2025 13:44:00,Agree,India,Working Professional,37,Female,"None, Replika, Stoic, Reflectly, Youper, MindDoc, Moodpath, MindShift",Never,Weekly,16-20,Always,7 hours,5-6,6+,Never,2-3x/week,Sometimes,Sometimes,Neutral,"Excited, Grateful, Lonely",Agree,Disagree,Agree,Disagree,Community support,Addiction to apps
08/24/2025 20:58:00,Agree,India,Other,36,Prefer not to say,"Insight Timer, Reflectly, Jour, Wysa, MindShift, Calm, Replika, MindDoc",Never,2-3x/week,11-15,Sometimes,6 hours,9+,6+,Weekly,2-3x/week,Never,Always,Positive,"Stressed, Anxiety, Tired",Disagree,Strongly agree,Strongly agree,Strongly disagree,Better privacy controls,Lack of human connection
08/23/2025 09:15:00,Agree,India,Freelancer,19,Male,"Replika, Jour, Stoic, MindShift, Wysa, Reflectly, Moodpath, Daylio, Headspace, Youper, Insight Timer",2-3x/week,Sometimes,0,Never,9 hours,3-4,4,Weekly,Rarely,Never,Sometimes,Neutral,"Hopeful, Anger, Peaceful",Strongly disagree,Agree,Strongly disagree,Disagree,Professional support integration,None
08/24/2025 19:07:00,Agree,India,Healthcare Worker,32,Male,"MindDoc, Insight Timer, Daylio, Sanvello, Reflectly, Calm, MindShift, Wysa",Always,Rarely,11-15,Daily,4 hours,7-8,3,Always,Weekly,Weekly,Always,Neutral,"Sadness, Frustrated, Lonely, Excited, Stressed",Strongly agree,Strongly disagree,Neutral,Agree,Offline functionality,Privacy concerns
08/21/2025 15:58:00,Agree,India,Working Professional,21,Prefer not to say,"Jour, None, Replika, Youper, Insight Timer, Reflectly, MindDoc, Moodpath, Headspace, Sanvello, Wysa, MindShift, Stoic, Daylio, Calm",Rarely,Always,6-10,Weekly,9 hours,9+,0,Weekly,Weekly,Never,2-3x/week,Neutral,"Anger, Joy",Strongly disagree,Strongly disagree,Agree,Strongly disagree,Community support,None
08/23/2025 07:17:00,Agree,India,Student,60,Prefer not to say,"Youper, Replika, Sanvello, MindShift, Moodpath, Calm, None",2-3x/week,Never,0,Always,7 hours,7-8,6+,Daily,Weekly,Daily,Never,Positive,"Frustrated, Joy, Sadness",Disagree,Strongly disagree,Disagree,Strongly disagree,Integration with other apps,Cost
08/25/2025 05:04:00,Agree,India,Other,49,Female,"MindShift, Reflectly, Daylio, Headspace, Wysa, Calm, None, Stoic, Insight Timer",Never,Sometimes,0,Always,10 hours,5-6,1,Rarely,2-3x/week,Weekly,Rarely,Negative,"Overwhelmed, Frustrated, Sadness",Strongly disagree,Neutral,Strongly disagree,Agree,Mood tracking,AI accuracy
